seed,nfe,forward_process,predictor_type,corrector_type,num_steps,gibbs_k,gibbs_temperature,anneal_temperature,maskgit_temperature,avg_run_length,error_rate
3,16,CosineSchedule,md4,gibbs,8,8,2.0,False,,7.552068,0.0014960626
4,16,CosineSchedule,md4,gibbs,8,8,2.0,False,,7.4866934,0.0015590547
0,16,CosineSchedule,md4,gibbs,8,8,4.0,False,,7.255824,0.0011023618
1,16,CosineSchedule,md4,gibbs,8,8,4.0,False,,7.180926,0.001173228
2,16,CosineSchedule,md4,gibbs,8,8,4.0,False,,7.209237,0.00111811
3,16,CosineSchedule,md4,gibbs,8,8,4.0,False,,7.2847304,0.00111811
4,16,CosineSchedule,md4,gibbs,8,8,4.0,False,,7.2830725,0.0013779524
0,16,CosineSchedule,md4,gibbs,8,16,0.01,False,,5.147591,0.011889764
1,16,CosineSchedule,md4,gibbs,8,16,0.01,False,,5.108149,0.011850394
2,16,CosineSchedule,md4,gibbs,8,16,0.01,False,,5.1635804,0.011748032
3,16,CosineSchedule,md4,gibbs,8,16,0.01,False,,5.1863856,0.011377955
4,16,CosineSchedule,md4,gibbs,8,16,0.01,False,,5.1101885,0.012141735
0,16,CosineSchedule,md4,gibbs,8,16,0.1,False,,5.1929083,0.011763781
1,16,CosineSchedule,md4,gibbs,8,16,0.1,False,,5.142834,0.011787402
2,16,CosineSchedule,md4,gibbs,8,16,0.1,False,,5.182186,0.0116771655
3,16,CosineSchedule,md4,gibbs,8,16,0.1,False,,5.233675,0.011283467
4,16,CosineSchedule,md4,gibbs,8,16,0.1,False,,5.09818,0.011913387
0,16,CosineSchedule,md4,gibbs,8,16,0.5,False,,5.5579677,0.008811022
1,16,CosineSchedule,md4,gibbs,8,16,0.5,False,,5.4796867,0.008944882
2,16,CosineSchedule,md4,gibbs,8,16,0.5,False,,5.5282025,0.009125983
3,16,CosineSchedule,md4,gibbs,8,16,0.5,False,,5.6268682,0.008622046
4,16,CosineSchedule,md4,gibbs,8,16,0.5,False,,5.535614,0.009070864
0,16,CosineSchedule,md4,gibbs,8,16,1.0,False,,6.021546,0.004858266
1,16,CosineSchedule,md4,gibbs,8,16,1.0,False,,5.9193487,0.00494488
2,16,CosineSchedule,md4,gibbs,8,16,1.0,False,,6.0167346,0.0049291323
3,16,CosineSchedule,md4,gibbs,8,16,1.0,False,,6.10454,0.004913384
4,16,CosineSchedule,md4,gibbs,8,16,1.0,False,,6.0232453,0.0051023606
0,16,CosineSchedule,md4,gibbs,8,16,2.0,False,,6.245121,0.0034645658
1,16,CosineSchedule,md4,gibbs,8,16,2.0,False,,6.2250757,0.0032362193
2,16,CosineSchedule,md4,gibbs,8,16,2.0,False,,6.313505,0.0031338574
3,16,CosineSchedule,md4,gibbs,8,16,2.0,False,,6.3504663,0.003086613
4,16,CosineSchedule,md4,gibbs,8,16,2.0,False,,6.2822084,0.0031181092
0,16,CosineSchedule,md4,gibbs,8,16,4.0,False,,6.2484746,0.0026062985
1,16,CosineSchedule,md4,gibbs,8,16,4.0,False,,6.25061,0.0024566923
2,16,CosineSchedule,md4,gibbs,8,16,4.0,False,,6.3216124,0.0025511803
3,16,CosineSchedule,md4,gibbs,8,16,4.0,False,,6.3593006,0.002377952
4,16,CosineSchedule,md4,gibbs,8,16,4.0,False,,6.257944,0.0025275585
0,17,CosineSchedule,md4,gibbs_argmax,8,1,0.01,True,,6.7976627,0.01875591
1,17,CosineSchedule,md4,gibbs_argmax,8,1,0.01,True,,6.623544,0.01961418
2,17,CosineSchedule,md4,gibbs_argmax,8,1,0.01,True,,6.785052,0.019228352
3,17,CosineSchedule,md4,gibbs_argmax,8,1,0.01,True,,6.8802404,0.019125985
4,17,CosineSchedule,md4,gibbs_argmax,8,1,0.01,True,,6.749631,0.018960634
0,17,CosineSchedule,md4,gibbs_argmax,8,1,0.1,True,,6.771412,0.018645667
1,17,CosineSchedule,md4,gibbs_argmax,8,1,0.1,True,,6.633499,0.019370085
