seed,nfe,forward_process,predictor_type,corrector_type,num_steps,gibbs_k,gibbs_temperature,anneal_temperature,maskgit_temperature,corrector_step_size,avg_run_length,error_rate
3,64,LinearSchedule,md4,forward_backward,32,,,False,,4.0,3.1616647,0.10344096
4,64,LinearSchedule,md4,forward_backward,32,,,False,,4.0,3.1518555,0.10556692
0,64,LinearSchedule,md4,forward_backward,32,,,False,,5.0,2.8856776,0.12286615
1,64,LinearSchedule,md4,forward_backward,32,,,False,,5.0,2.8612301,0.121063
2,64,LinearSchedule,md4,forward_backward,32,,,False,,5.0,2.838578,0.12303939
3,64,LinearSchedule,md4,forward_backward,32,,,False,,5.0,2.8493836,0.12190551
4,64,LinearSchedule,md4,forward_backward,32,,,False,,5.0,2.85976,0.122866146
0,128,LinearSchedule,md4,forward_backward,64,,,False,,0.01,6.779302,0.0173937
1,128,LinearSchedule,md4,forward_backward,64,,,False,,0.01,6.8372416,0.01664567
2,128,LinearSchedule,md4,forward_backward,64,,,False,,0.01,6.7742786,0.017181106
3,128,LinearSchedule,md4,forward_backward,64,,,False,,0.01,6.6991153,0.017653545
4,128,LinearSchedule,md4,forward_backward,64,,,False,,0.01,6.7400346,0.01762205
0,128,LinearSchedule,md4,forward_backward,64,,,False,,0.1,6.847483,0.017937012
1,128,LinearSchedule,md4,forward_backward,64,,,False,,0.1,6.8758054,0.016779533
2,128,LinearSchedule,md4,forward_backward,64,,,False,,0.1,6.8070626,0.017133862
3,128,LinearSchedule,md4,forward_backward,64,,,False,,0.1,6.8614316,0.016826775
4,128,LinearSchedule,md4,forward_backward,64,,,False,,0.1,6.8559184,0.017748032
0,128,LinearSchedule,md4,forward_backward,64,,,False,,0.5,6.8143106,0.018897643
1,128,LinearSchedule,md4,forward_backward,64,,,False,,0.5,6.899153,0.017598428
2,128,LinearSchedule,md4,forward_backward,64,,,False,,0.5,6.847849,0.018409451
3,128,LinearSchedule,md4,forward_backward,64,,,False,,0.5,6.9282813,0.018015752
4,128,LinearSchedule,md4,forward_backward,64,,,False,,0.5,6.8052526,0.018283468
0,128,LinearSchedule,md4,forward_backward,64,,,False,,1.0,6.4793725,0.023118109
1,128,LinearSchedule,md4,forward_backward,64,,,False,,1.0,6.5853786,0.021708665
2,128,LinearSchedule,md4,forward_backward,64,,,False,,1.0,6.5735416,0.022637798
3,128,LinearSchedule,md4,forward_backward,64,,,False,,1.0,6.514326,0.022165354
4,128,LinearSchedule,md4,forward_backward,64,,,False,,1.0,6.519635,0.02344882
0,128,LinearSchedule,md4,forward_backward,64,,,False,,1.5,6.103958,0.028212601
1,128,LinearSchedule,md4,forward_backward,64,,,False,,1.5,6.201851,0.026929138
2,128,LinearSchedule,md4,forward_backward,64,,,False,,1.5,6.1874604,0.027645675
3,128,LinearSchedule,md4,forward_backward,64,,,False,,1.5,6.0885696,0.028275596
4,128,LinearSchedule,md4,forward_backward,64,,,False,,1.5,6.1092024,0.028472442
0,128,LinearSchedule,md4,forward_backward,64,,,False,,2.0,5.6972446,0.035015754
1,128,LinearSchedule,md4,forward_backward,64,,,False,,2.0,5.774349,0.03320472
2,128,LinearSchedule,md4,forward_backward,64,,,False,,2.0,5.711481,0.03362992
3,128,LinearSchedule,md4,forward_backward,64,,,False,,2.0,5.7616134,0.033275582
4,128,LinearSchedule,md4,forward_backward,64,,,False,,2.0,5.6972446,0.033685047
0,128,LinearSchedule,md4,forward_backward,64,,,False,,3.0,4.9591255,0.047685042
1,128,LinearSchedule,md4,forward_backward,64,,,False,,3.0,5.01764,0.044700783
2,128,LinearSchedule,md4,forward_backward,64,,,False,,3.0,5.014102,0.044763785
3,128,LinearSchedule,md4,forward_backward,64,,,False,,3.0,5.048911,0.04561418
4,128,LinearSchedule,md4,forward_backward,64,,,False,,3.0,4.9929786,0.046031494
0,128,LinearSchedule,md4,forward_backward,64,,,False,,4.0,4.4425936,0.060551178
1,128,LinearSchedule,md4,forward_backward,64,,,False,,4.0,4.4571347,0.057519678
2,128,LinearSchedule,md4,forward_backward,64,,,False,,4.0,4.4376645,0.057385813
3,128,LinearSchedule,md4,forward_backward,64,,,False,,4.0,4.449234,0.058503937
4,128,LinearSchedule,md4,forward_backward,64,,,False,,4.0,4.412728,0.058700778
0,128,LinearSchedule,md4,forward_backward,64,,,False,,5.0,3.9860485,0.07097638
1,128,LinearSchedule,md4,forward_backward,64,,,False,,5.0,4.0423174,0.06990552
2,128,LinearSchedule,md4,forward_backward,64,,,False,,5.0,4.0295925,0.068716526
3,128,LinearSchedule,md4,forward_backward,64,,,False,,5.0,4.0344186,0.07
4,128,LinearSchedule,md4,forward_backward,64,,,False,,5.0,4.041297,0.068984255
